I 'm learning the finger options for the mousepad that allow for quicker browsing of web pages .	MOUSE#DESIGN_FEATURES#1	LAPTOP#USABILITY#1
A key contributor that led me to Mac is the art aspect .	LAPTOP#DESIGN_FEATURES#1
They have developed excellent proprietary software for editing video and pictures and I 'm looking forward to utilizing these tools on the regular .	SOFTWARE#MISCELLANEOUS#1
I 'm excited to learn more about what this powerful machine has to offer and encourage others to do the same .	LAPTOP#GENERAL#1	LAPTOP#OPERATION_PERFORMANCE#1
It 's more expensive but well worth it in the long run .	LAPTOP#PRICE#-1	LAPTOP#GENERAL#1
Great product , very easy to use and great graphics .	LAPTOP#GENERAL#1	LAPTOP#USABILITY#1	GRAPHICS#GENERAL#1
One drawback , I wish the keys were backlit .	KEYBOARD#DESIGN_FEATURES#-1
I 'm glad I bought this laptop , it was worth the few ( $ 100 ) extra dollars .	LAPTOP#GENERAL#1	LAPTOP#PRICE#0
It had most of the features and all of the power that I wanted to replace my desktop machine .	LAPTOP#DESIGN_FEATURES#1	LAPTOP#OPERATION_PERFORMANCE#1
I was n't really as concerned about portability ( it 's a very large laptop ) but it 's not hard to move around or take on a trip which was a pleasant surprise .	LAPTOP#DESIGN_FEATURES#0	LAPTOP#PORTABILITY#1
I 'm very happy with this machine !	LAPTOP#GENERAL#1
I love the size , keyboard , the functions .	LAPTOP#DESIGN_FEATURES#1	KEYBOARD#GENERAL#1	LAPTOP#OPERATION_PERFORMANCE#1
I do n't really have a complaint .	LAPTOP#GENERAL#1
It is easy to use , good quality and good price .	LAPTOP#USABILITY#1	LAPTOP#QUALITY#1	LAPTOP#PRICE#1
Perfect trifecta !	LAPTOP#GENERAL#1
I would recommend this product .	LAPTOP#GENERAL#1
The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it .	SOFTWARE#GENERAL#-1	LAPTOP#GENERAL#-1
This is my first Dell I heard their customer service was lacking and that they were working on improving it !	SUPPORT#QUALITY#0
The DVD burner broke after burning 3 DVD 'd during that time !	OPTICAL_DRIVES#QUALITY#-1
They sent me a replacement part and without informing me are requiring that I return it within 15 days or contact them and let them know the broken part will be returned later .	SUPPORT#QUALITY#-1
If this is an improvement in Customer Service then I would hate too see what it was before !	SUPPORT#QUALITY#-1
I spoke to 4 different people and was told they needed to transfer me to a 5th person !	SUPPORT#QUALITY#-1
Needless to say I told them No and have a nice day and hung up !	SUPPORT#QUALITY#-1
I can guarantee this will be the last Dell I will ever purchase !	LAPTOP#GENERAL#-1	COMPANY#GENERAL#-1
Breaking within 1 year of purchase and speaking to 4+ people to report the damaged part will be returned late !	LAPTOP#QUALITY#-1	SUPPORT#QUALITY#-1
I do not recommend this company or their products ! ! ! !	COMPANY#GENERAL#-1
So far , a great product .	LAPTOP#GENERAL#1
High price tag , however .	LAPTOP#PRICE#-1
Still trying to learn how to use it .	LAPTOP#USABILITY#0
it is the worst computer dell ever made .	LAPTOP#GENERAL#-1
it is hard to fix and makes it a hassle to own one .	LAPTOP#QUALITY#-1	LAPTOP#GENERAL#-1
breaks easily .	LAPTOP#QUALITY#-1
only good thing is the graphics quality .	GRAPHICS#QUALITY#1
There are so many wonderful features and benefits to the new MacBook !	LAPTOP#DESIGN_FEATURES#1	LAPTOP#GENERAL#1
No Viruses !	LAPTOP#QUALITY#1
This laptop is fast and you will literally learn all you can do with this dynamo by just watching the online tutorials .	LAPTOP#OPERATION_PERFORMANCE#1	LAPTOP#USABILITY#1
I am loyal to Apple .	COMPANY#GENERAL#1
I am very Happy !	LAPTOP#GENERAL#1
This just keeps having it 's hard drive replaced !	HARD_DISC#QUALITY#-1
Acer wo n't replace the laptop .	SUPPORT#QUALITY#-1
the manufacturer 's warranty only covers replacement/repair of parts .	WARRANTY#GENERAL#-1
This thing is a lemon .	LAPTOP#QUALITY#-1
This MacBook is an outstanding product with great value .	LAPTOP#GENERAL#1
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- can not be beat .	LAPTOP#USABILITY#1	SUPPORT#QUALITY#1
Suffice it to say , my MacBook Pro keeps me going with its long battery life and blazing speed .	BATTERY#OPERATION_PERFORMANCE#1	LAPTOP#OPERATION_PERFORMANCE#1
It does run a little warm but that is a negligible concern .	LAPTOP#QUALITY#0
I have had nothing but problems since the day I took it out of the box !	LAPTOP#GENERAL#-1	LAPTOP#QUALITY#-1
My first problem was with the pre-loaded Norton Firewall/Security program .	SOFTWARE#GENERAL#-1
It would not let me connect to my Wifi system where I lived .	LAPTOP#CONNECTIVITY#-1
It took Toshiba tech support 4 calls and 4 different techs to correct the problem .	SUPPORT#QUALITY#-1
Then just the other day , my left `` mouse '' button snapped !	MOUSE#QUALITY#-1
Being only 2 months old , I am not a happy camper !	LAPTOP#GENERAL#-1
Buyer Beware .	LAPTOP#GENERAL#-1
this one , in my opinion , might be a lemon !	LAPTOP#QUALITY#-1
It rarely works and when it does it 's incredibly slow .	LAPTOP#QUALITY#-1	LAPTOP#OPERATION_PERFORMANCE#-1
I have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more then 4 months !	LAPTOP#QUALITY#-1
*IF YOU ARE LOOKING FOR A GOOD LAPTOP , THIS IS NOT IT !	LAPTOP#GENERAL#-1
Like the price and operation .	LAPTOP#PRICE#1	LAPTOP#OPERATION_PERFORMANCE#1
Some features arent friendly ( volume wheel , sound quality , etc .	LAPTOP#USABILITY#-1	MULTIMEDIA_DEVICES#USABILITY#-1	MULTIMEDIA_DEVICES#QUALITY#-1
But , for the cost this is a winner .	LAPTOP#GENERAL#1	LAPTOP#PRICE#1
I absolutely love my mac !	LAPTOP#GENERAL#1
I ca n't imagine my life without it anymore !	LAPTOP#GENERAL#1
I 've have n't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off .	LAPTOP#GENERAL#1	PORTS#QUALITY#-1
Apparently they are defective since they are not securely attached .	PORTS#QUALITY#-1
I can barely use any usb devices because they will not stay connected properly .	LAPTOP#CONNECTIVITY#-1
I called Toshiba and they want me to be without my laptop for about two weeks while they look at the problem .	SUPPORT#QUALITY#-1
I think I might rather suffer for something that is simple to fix in my opinion .	SUPPORT#QUALITY#-1
I bought this laptop Was the worst Laptop I 've ever bought .	LAPTOP#GENERAL#-1
I spent alot of money on this product and its been a nightmare .	LAPTOP#PRICE#-1	LAPTOP#GENERAL#-1
And having to deal with the company has been a even worse nightmare .	SUPPORT#QUALITY#-1
They sent it back with a huge crack in it and it still did n't work .	SUPPORT#QUALITY#-1
And that was the fourth time ive sent it to them to get fixed .	SUPPORT#QUALITY#-1
Its been a year and am still waiting to see what there going to do about my laptop .	SUPPORT#QUALITY#-1
So if anyones looking to buy a computer or laptop you should stay far far away from any that have the name TOSHIBA on it ...	COMPANY#GENERAL#-1
I saved for this laptop for 3 months and I can tell you personally it was worth the wait .	LAPTOP#GENERAL#1
The display on this computer is the best I 've seen in a very long time , the battery life is very long and very convienent .	DISPLAY#GENERAL#1	BATTERY#OPERATION_PERFORMANCE#1
A little pricey but it is well , well worth it .	LAPTOP#PRICE#-1	LAPTOP#GENERAL#1
It is amazing .	LAPTOP#GENERAL#1
In the first moth of owning this computer its hardrive failed which had to be replaced .	HARD_DISC#QUALITY#-1
After replacing the hard drive the battery stopped working ( 3 months of use ) which was frustrating .	BATTERY#QUALITY#-1	BATTERY#OPERATION_PERFORMANCE#-1
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running .	POWER_SUPPLY#QUALITY#-1	POWER_SUPPLY#OPERATION_PERFORMANCE#-1	HARDWARE#QUALITY#-1
A tip for people looking into this computer : DO NOT BUY IT save up a bit more money and buy a computer that will last .	LAPTOP#QUALITY#-1
Has a 5-6 hour battery life .	BATTERY#OPERATION_PERFORMANCE#1
It is easy to use and lightweight .	LAPTOP#USABILITY#1	LAPTOP#DESIGN_FEATURES#1
Was very much worth the price i paid .	LAPTOP#GENERAL#1	LAPTOP#PRICE#1
This netbook went bad on me after 3 days .	LAPTOP#QUALITY#-1
There is a blank lighted screen when I start and that is all .	DISPLAY#OPERATION_PERFORMANCE#-1
Three weeks after I bought the netbook , the screen quit working .	DISPLAY#QUALITY#-1	DISPLAY#OPERATION_PERFORMANCE#-1
I baby my electronics so I know for a fact it was defective and not anything that I did to it .	DISPLAY#QUALITY#-1
Overall I feel this netbook was poor quality , had poor performance , although it did have great battery life when it did work .	LAPTOP#QUALITY#-1	LAPTOP#OPERATION_PERFORMANCE#-1	BATTERY#OPERATION_PERFORMANCE#1
Took the netbook on a vacation trip and I was able to do whatever I wanted to do without lugging a much heavier laptop .	LAPTOP#PORTABILITY#1	LAPTOP#DESIGN_FEATURES#1	LAPTOP#GENERAL#1
The So called laptop Runs to Slow and I hate it !	LAPTOP#OPERATION_PERFORMANCE#-1	LAPTOP#GENERAL#-1
Do not buy it !	LAPTOP#GENERAL#-1
It is the worst laptop ever	LAPTOP#GENERAL#-1
The image is great , and the soud is excelent .	DISPLAY#QUALITY#1	MULTIMEDIA_DEVICES#QUALITY#1
i love ths notebook .	LAPTOP#GENERAL#1
I love the glass touchpad .	MOUSE#DESIGN_FEATURES#1
Easy learning curve .	LAPTOP#USABILITY#1
Also the display is exceptional !	DISPLAY#GENERAL#1
I have loved this since i took it out of the box .	LAPTOP#GENERAL#1
The battery is really long .	BATTERY#OPERATION_PERFORMANCE#1
the features are great , the only thing it needs is better speakers .	LAPTOP#DESIGN_FEATURES#1	MULTIMEDIA_DEVICES#GENERAL#-1
Small and light weight .	LAPTOP#DESIGN_FEATURES#1
Speakers too small to be of any real use .	MULTIMEDIA_DEVICES#DESIGN_FEATURES#-1	MULTIMEDIA_DEVICES#USABILITY#-1
Keyboard good sized and wasy to use .	KEYBOARD#DESIGN_FEATURES#1	KEYBOARD#USABILITY#1
I like it !	LAPTOP#GENERAL#1
Meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis .	LAPTOP#GENERAL#1	LAPTOP#DESIGN_FEATURES#1	LAPTOP#PORTABILITY#1
Needless to say , not to happy with the product .	LAPTOP#GENERAL#-1
This is a great machine !	LAPTOP#GENERAL#1
The design is awesome , quality is unprecedented .	LAPTOP#DESIGN_FEATURES#1	LAPTOP#QUALITY#1
Apparently well-built and gorgeous to look at , the i5 MacBook Pro is a winning combination of price and performance .	LAPTOP#QUALITY#1	LAPTOP#DESIGN_FEATURES#1	LAPTOP#PRICE#1	LAPTOP#OPERATION_PERFORMANCE#1
It is by far one of the greatest investments I have ever made .	LAPTOP#GENERAL#1
Am very glad I bought it , great netbook , low price .	LAPTOP#GENERAL#1	LAPTOP#PRICE#1
Very good quality and well made .	LAPTOP#QUALITY#1
Great pick for portability and affordability .	LAPTOP#PORTABILITY#1	LAPTOP#PRICE#1
The black model also has a very nice seamless appearance - one of the better looking notebooks I 've seen .	LAPTOP#DESIGN_FEATURES#1
The only problem is a lack of screen resolutions !	DISPLAY#QUALITY#-1
If you need an affordable , entry-level laptop , this will fit the bill .	LAPTOP#PRICE#1	LAPTOP#MISCELLANEOUS#1
I dislike the weight and size , cubersome .	LAPTOP#PORTABILITY#-1	LAPTOP#DESIGN_FEATURES#-1
I dislike the quality and the placement of the speakers .	MULTIMEDIA_DEVICES#QUALITY#-1	MULTIMEDIA_DEVICES#DESIGN_FEATURES#-1
Overall , it 's ok .	LAPTOP#GENERAL#0
Laptop is advertised as a 15 '' but the casing looks like that of a 17 '' .	LAPTOP#DESIGN_FEATURES#-1
This laptop is very large and barely fits in any carrying cases .	LAPTOP#DESIGN_FEATURES#-1	LAPTOP#PORTABILITY#-1
Peformance is good for the price .	LAPTOP#OPERATION_PERFORMANCE#1	LAPTOP#PRICE#0
If you 're not wanting to be mobile , this is a good laptop to sit on a desk .	LAPTOP#PORTABILITY#-1	LAPTOP#GENERAL#1
Had to have this computer repaired twice in the first 5 months after purchasing it .	LAPTOP#QUALITY#-1
Not good for a person who gets online daily .	LAPTOP#MISCELLANEOUS#-1
May be better for the occasional web surfer .	LAPTOP#MISCELLANEOUS#0
I just got this laptop for college , and so far I am very happy with it .	LAPTOP#GENERAL#1
It is so much easier to use	LAPTOP#USABILITY#1
Good keyboard , long battery life , largest hard drive and windows 7 .	KEYBOARD#GENERAL#1	BATTERY#OPERATION_PERFORMANCE#1	HARD_DISC#DESIGN_FEATURES#1	OS#GENERAL#0
And Toshiba is a quality supplier .	SUPPORT#QUALITY#1
I love this little one .	LAPTOP#GENERAL#1
The keyboard has a wonderful nature feel .	KEYBOARD#QUALITY#1
great battery life .	BATTERY#OPERATION_PERFORMANCE#1
Keyboard is reasonable size .	KEYBOARD#DESIGN_FEATURES#1
Small screen somewhat limiting but great for travel .	DISPLAY#DESIGN_FEATURES#-1	LAPTOP#PORTABILITY#1
Charger seems large for this class of computer .	POWER_SUPPLY#DESIGN_FEATURES#-1
Great Laptop for the price , works well with action pack games .	LAPTOP#GENERAL#1	LAPTOP#PRICE#0	LAPTOP#MISCELLANEOUS#1
The only thing that I have , is the key broad is a little dark to see the letters , would help if it was a little lighter then it is .	KEYBOARD#DESIGN_FEATURES#-1	KEYBOARD#USABILITY#-1
but other then that I would give this product a 4 in hafe stars .	LAPTOP#GENERAL#1
Good for every day computing and web browsing .	LAPTOP#MISCELLANEOUS#1
A great computer for light home use and business use .	LAPTOP#MISCELLANEOUS#1
Might not make the avid gamer happy but I do n't really think that is what this computer is designed for .	LAPTOP#MISCELLANEOUS#0
Crisp screen , great battery life , and plenty of storage .	DISPLAY#QUALITY#1	BATTERY#OPERATION_PERFORMANCE#1	HARD_DISC#DESIGN_FEATURES#1
Very happy .	LAPTOP#GENERAL#1
He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started .	LAPTOP#GENERAL#1	LAPTOP#USABILITY#1
I would recomend this acer to parents and grandparents it can really help them in school .	LAPTOP#MISCELLANEOUS#1
MY ONLY PROBLEM IS I CAN NOT REG . THE PRODUCT KEY .	LAPTOP#MISCELLANEOUS#-1
IT WANT TAKE IT , IT KEEP SAYING ERROR .	LAPTOP#MISCELLANEOUS#-1
HELP , HELP , OTHER THAN THAT GETS A GREAT LITTLE WONDER .	LAPTOP#GENERAL#1
It 's fast and has excellent battery life .	LAPTOP#OPERATION_PERFORMANCE#1	BATTERY#OPERATION_PERFORMANCE#1
The screen shows great colors .	DISPLAY#QUALITY#1
I was surprised with the performance and quality of this HP Laptop .	LAPTOP#OPERATION_PERFORMANCE#1	LAPTOP#QUALITY#1
the speed is fine .	LAPTOP#OPERATION_PERFORMANCE#1
But with A WAY Bigger Screen , and IS able to connect to an HDMI .	DISPLAY#DESIGN_FEATURES#1	LAPTOP#CONNECTIVITY#1
Love it .	LAPTOP#GENERAL#1
I would recommend this computer to anyone searching for the perfect laptop , and the battery life is amazing .	LAPTOP#GENERAL#1	BATTERY#OPERATION_PERFORMANCE#1
I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSE N'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS	BATTERY#OPERATION_PERFORMANCE#-1
This computer is the ideal college companion .	LAPTOP#MISCELLANEOUS#1
It 's software and speed enable it to do amazing things .	LAPTOP#OPERATION_PERFORMANCE#1	SOFTWARE#GENERAL#1
I am not happy at all with the product I purchased .	LAPTOP#GENERAL#-1
A cheaper price should not equal a `` cheap '' product .	LAPTOP#PRICE#0	LAPTOP#QUALITY#-1
It was over rated !	LAPTOP#GENERAL#-1
The Toshiba laptop was a great purchase .	LAPTOP#GENERAL#1
The price was very good , and the product is top quality .	LAPTOP#PRICE#1	LAPTOP#QUALITY#1
The delivery was fast , and I would not hesitate to purchase this laptop again .	SHIPPING#QUALITY#1	LAPTOP#GENERAL#1
It has easy to use features and all the speed and power I could ask for .	LAPTOP#USABILITY#1	LAPTOP#OPERATION_PERFORMANCE#1
True quality at a great price !	LAPTOP#QUALITY#1	LAPTOP#PRICE#1
I am enjoying it and the quality it provides is great !	LAPTOP#GENERAL#1	LAPTOP#QUALITY#1
Toshiba is a great brand , even though I have n't had it for a long time , I am very happy with it !	COMPANY#GENERAL#1	LAPTOP#GENERAL#1
The screen graphics and clarity , and sharpness are great .	DISPLAY#QUALITY#1
I 've already recommended this laptop to a friend who eye 'd the computer when I took it out of my bag .	LAPTOP#GENERAL#1
I like the laptop overall .	LAPTOP#GENERAL#1
The only thing i can say is that the touch pad doesnt work like it should all the time .	MOUSE#OPERATION_PERFORMANCE#-1
Sometimes you really have to tap the pad to get it to work	MOUSE#OPERATION_PERFORMANCE#-1	MOUSE#USABILITY#-1
This is a great little computer for the price .	LAPTOP#GENERAL#1	LAPTOP#PRICE#0
Simple to use , and great graphics .	LAPTOP#USABILITY#1	GRAPHICS#GENERAL#1
It has everything I would need for a home computer .	LAPTOP#MISCELLANEOUS#1
I 'm very impressed .	LAPTOP#GENERAL#1
It was secure and easy to navigate .	LAPTOP#QUALITY#1	LAPTOP#USABILITY#1
It is everything that I would want in a computer .	LAPTOP#GENERAL#1
Besides the great look , it is a great machine .	LAPTOP#DESIGN_FEATURES#1	LAPTOP#GENERAL#1
Once again apple stands alone at the top of the charts .	COMPANY#GENERAL#1
I enjoy very much my new Toshiba , purchased specifially for attending online schooling .	LAPTOP#GENERAL#1
I have found it very easy to use , very imformative , wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs .	LAPTOP#USABILITY#1
I have found also , it is very easy to be able to access wireless internet access ; without having to have extra equipment and/or complicated routes to take to be able to do so .	LAPTOP#CONNECTIVITY#1
I also love the small , convenient size of my laptop , making it a perfect tool for my academic studies .	LAPTOP#DESIGN_FEATURES#1	LAPTOP#USABILITY#1	LAPTOP#MISCELLANEOUS#1
I am very pleased with my purchase !	LAPTOP#GENERAL#1
This laptop serves all my needs .	LAPTOP#GENERAL#1
Screen size is perfect for portable use in any environment .	DISPLAY#DESIGN_FEATURES#1	LAPTOP#PORTABILITY#1
Price and purpose is awesome !	LAPTOP#PRICE#1	LAPTOP#MISCELLANEOUS#1
I have been very pleased with the performance of this laptop .	LAPTOP#OPERATION_PERFORMANCE#1
The battery life seems to be very good , and have had no issues with it .	BATTERY#OPERATION_PERFORMANCE#1
Great product .	LAPTOP#GENERAL#1
The laptop was very easy to set up .	LAPTOP#USABILITY#1
Everything was so easy .	LAPTOP#USABILITY#1
They were able to set-up with labtops themselves within a few minutes .	LAPTOP#USABILITY#1
It works fine with our wireless and they 've had not problems .	LAPTOP#CONNECTIVITY#1	LAPTOP#GENERAL#1
It 's a great product for a great price !	LAPTOP#GENERAL#1	LAPTOP#PRICE#1
Waited on getting this computer , but it has been a great change .	LAPTOP#GENERAL#1
Ease of use is just one of the benefits I love about my Mac .	LAPTOP#USABILITY#1
The service I received from Toshiba went above and beyond the call of duty .	SUPPORT#QUALITY#1
My friend reports the notebook is astonishing in performance , picture quality , and ease of use .	LAPTOP#OPERATION_PERFORMANCE#1	DISPLAY#QUALITY#1	LAPTOP#USABILITY#1
It is extremely portable and easily connects to WIFI at the library and elsewhere .	LAPTOP#PORTABILITY#1	LAPTOP#CONNECTIVITY#1
Just what the doctor ordered .	LAPTOP#GENERAL#1
I can not be happier with the service or product .	SUPPORT#GENERAL#1	LAPTOP#GENERAL#1
power supply went bad after 2 weeks --	POWER_SUPPLY#QUALITY#-1
after much effort and 10 days ASUS replaced it	SUPPORT#QUALITY#-1
The WiFi is very weak .	LAPTOP#CONNECTIVITY#-1
Summary : Spend your money elsewhere	LAPTOP#GENERAL#-1
This is a nicely sized laptop with lots of processing power and long battery life .	LAPTOP#DESIGN_FEATURES#1	CPU#OPERATION_PERFORMANCE#1	BATTERY#OPERATION_PERFORMANCE#1
Love it so far .	LAPTOP#GENERAL#1
The Toshiba Net book operates very well .	LAPTOP#OPERATION_PERFORMANCE#1
The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade .	OS#MISCELLANEOUS#-1
I bought this netbook for traveling , and it 's great - light , functional , and meets my needs .	LAPTOP#GENERAL#1	LAPTOP#DESIGN_FEATURES#1	LAPTOP#PORTABILITY#1	LAPTOP#OPERATION_PERFORMANCE#1
The touchpad is extremely sensitive , which is the only drawback .	MOUSE#OPERATION_PERFORMANCE#-1	LAPTOP#GENERAL#1
Otherwise , I love it !	LAPTOP#GENERAL#1
I was n't really sure I wanted to spend that kind of money !	LAPTOP#PRICE#-1
It Was a great deal after all .	LAPTOP#GENERAL#1	LAPTOP#PRICE#1
I LOVE it !	LAPTOP#GENERAL#1
I should have bought one a long time ago .	LAPTOP#GENERAL#1
Not enough time for me to give it 5 stars !	LAPTOP#GENERAL#0
I 've had the MacBook Pro 15 for about three weeks , and it really is a great computer .	LAPTOP#GENERAL#1
I have only had PCs with Windows before so this takes a little getting use to .	OS#USABILITY#0
The real stand out on this computer is the feel of the keyboard and it 's speed .	KEYBOARD#QUALITY#1	LAPTOP#OPERATION_PERFORMANCE#1
It is fast booting up , shutting down , and connection with the internet .	LAPTOP#OPERATION_PERFORMANCE#1	LAPTOP#CONNECTIVITY#1
The one thing I wish it had was a detailed hardcopy manuel .	LAPTOP#MISCELLANEOUS#-1
I think the manual is somewhere on the hard drive , but I rather have a hard copy .	LAPTOP#MISCELLANEOUS#0
If what you need is a machine to do some surfing , email checking , word processing , and watching a movie or two , this is the machine you want .	LAPTOP#MISCELLANEOUS#1
It 's priced very reasonable and works very well right out of the box .	LAPTOP#PRICE#1	LAPTOP#OPERATION_PERFORMANCE#1
Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours , or at the hotel taking care of some last minute details and documents .	LAPTOP#GENERAL#1	LAPTOP#PORTABILITY#1	LAPTOP#MISCELLANEOUS#1
the screen/video resolution wo n't increase to a higher resolution then 1024 x 60	DISPLAY#QUALITY#-1
That being said , it still runs video in full screen decently .	DISPLAY#OPERATION_PERFORMANCE#0
The sound is a bit quiet if you 're on a plane , this can easily be overcome with a decent pair of head phones .	MULTIMEDIA_DEVICES#QUALITY#0
Bottom line , I doubt you 'd be overly disappointed if you invest in this machine .	LAPTOP#GENERAL#1
Yes , I thought the expese was a little much , but I now realize you get what you pay for .	LAPTOP#PRICE#-1	LAPTOP#GENERAL#1
I love my Apple , it is quick and easy to use .	LAPTOP#GENERAL#1	LAPTOP#OPERATION_PERFORMANCE#1	LAPTOP#USABILITY#1
